city,district,voivodeship,localization_y,localization_x,area,sewers,shape,road,fence,water,electricity,gas,price
Owczarnia,pruszkowski,mazowieckie,52.1109,20.7047,2780,,,utwardzana,brak,,,,417000
Milanówek,grodziski,mazowieckie,52.1185315,20.6716234,1800,,,,brak,,,,432000
Milanówek,grodziski,mazowieckie,52.1185315,20.6716234,3000,,,,brak,,,,630000
Milanówek,grodziski,mazowieckie,52.1185315,20.6716234,1892,,,,brak,,,,725000
Jaktorów,grodziski,mazowieckie,52.083414,20.54622,37400,,,utwardzana,brak,,,,1496000
Pêcice Ma³e,pruszkowski,mazowieckie,52.142292,20.837939,5650,,,,brak,,,,1500000
Cieszyn,cieszyñski,œl¹skie,49.749935,18.643163,1533,miejska,,,brak,,,,95046
Barczewko,olsztyñski,warmiñsko-mazurskie,53.848257,20.591673,3017,,,utwardzana,brak,,,,180000
Lublin,Rudnik,lubelskie,51.27666667,22.58916667,2000,,,,brak,,,,440000
Swarzêdz,poznañski,wielkopolskie,52.407595,17.073506,1064,miejska,,asfaltowa,,,,,228760
Lubnów,trzebnicki,dolnoœl¹skie,51.260894,16.886328,1872,,,,,,,,119000
Rybnik,œl¹skie,,50.094851,18.541618,635,,,asfaltowa,brak,brak,,,310000
Nienawiszcz,obornicki,wielkopolskie,52.683281,16.997847,1003,,,,brak,,,,49147
Miêdzybrodzie Bialskie,¿ywiecki,œl¹skie,49.788078,19.192879,7762,,,,,,,,850000
Bobrowniki,bêdziñski,œl¹skie,50.379208,18.981801,3459,,,,brak,,,,345900
S¹czów,bêdziñski,œl¹skie,50.435476,19.037507,6507,,,,brak,,,,357885
Tarnowskie Góry,tarnogórski,œl¹skie,50.4957337870543,18.8005623968628,2534,,,asfaltowa,,,,,190000
Mys³owice,Weso³a,œl¹skie,50.2053383128836,19.0888548139729,1350,,,asfaltowa,brak,,,,230000
KuŸnica Kiedrzyñska,czêstochowski,œl¹skie,50.916811,19.083228,573,miejska,,asfaltowa,brak,,,,87500
K³obuck,k³obucki,œl¹skie,50.8913373948546,19.0015228382017,982,miejska,,utwardzana,metalowe,,,brak,85000
Tarnowskie Góry,tarnogórski,œl¹skie,50.443254,18.858722,1218,,,utwardzana,,,,,169900
Jaworze,bielski,œl¹skie,49.7797245156423,18.9398292113002,2750,,,utwardzana,siatka,,,,907500
Sejny,sejneñski,podlaskie,52.7982,22.70981,7449,,,utwardzana,brak,,,,446940
Daleszyce,kielecki,œwiêtokrzyskie,50.76845299,20.71343422,1215,,,,brak,,,,103275
Daleszyce,kielecki,œwiêtokrzyskie,50.77057003,20.71635246,900,,,,brak,,,,76500
Zagrody,kielecki,œwiêtokrzyskie,50.82035203,20.51710188,1191,,,utwardzana,brak,,,,178000
Brudzów,kielecki,œwiêtokrzyskie,50.70266872,20.65966129,5655,,,utwardzana,brak,,,,311025
£oziska,piaseczyñski,mazowieckie,52.0752,20.9898,1000,,,,brak,,,,330000
£oziska,piaseczyñski,mazowieckie,52.0752,20.9898,1000,,,,brak,,,,330000
£oziska,piaseczyñski,mazowieckie,52.0752,20.9898,1118,,,,brak,,,,368940
£ódŸ,Ba³uty,³ódzkie,51.8064416,19.460037,1900,,,,,,,,950000
Bibice,krakowski,ma³opolskie,50.13157085,19.95069528,823,miejska,,,brak,,,brak,210000
Jedlina-Zdrój,wa³brzyski,dolnoœl¹skie,50.71966,16.345569,900,miejska,,,,,,,90000
Wa³brzych,Podgórze,dolnoœl¹skie,50.75232873,16.29529953,5335,,,,,,,,205000
Szczawno-Zdrój,wa³brzyski,dolnoœl¹skie,50.810462,16.247897,1500,miejska,,,,,,,150000
Dzieæmorowice,wa³brzyski,dolnoœl¹skie,50.768593,16.3499805,3647,,,,,,,,315000
Œwieradów-Zdrój,lubañski,dolnoœl¹skie,50.9087219,15.3431045,1529,,,,brak,,,,152900
Kopaniec,jeleniogórski,dolnoœl¹skie,50.8873558,15.5492892,1570,,,,,,,,47000
Komarno,jeleniogórski,dolnoœl¹skie,50.925,15.869167,1690,brak,,,brak,,,brak,129000
Œwiebodzice,œwidnicki,dolnoœl¹skie,50.8575,16.3213,826,,,,brak,,,brak,78000
Jagodnik,œwidnicki,dolnoœl¹skie,50.8364101,16.5304185,1666,miejska,,,,,,brak,105000
Œwiebodzice,œwidnicki,dolnoœl¹skie,50.8575,16.3213,1658,miejska,,,,,,,107770
Brudzów,kielecki,œwiêtokrzyskie,50.70282501,20.65948963,1503,,,utwardzana,brak,,,,90180
Niwy,kielecki,œwiêtokrzyskie,50.79749277,20.82961679,2346,,,utwardzana,brak,,,,117300
Daleszyce,kielecki,œwiêtokrzyskie,50.77472328,20.70023977,942,,,utwardzana,brak,,,,74418
Rzeczka,wa³brzyski,dolnoœl¹skie,50.669,16.4583,3700,,,,,,,,160000
Zagórze Œl¹skie,wa³brzyski,dolnoœl¹skie,50.7593,16.398,1282,,,,brak,w³asne ujêcie/studnia,,,62000
Mi³ków,jeleniogórski,dolnoœl¹skie,50.8095069,15.7617507,1194,,,,brak,,,,100000
Œwiebodzice,œwidnicki,dolnoœl¹skie,50.8575,16.3213,1000,miejska,,,brak,w³asne ujêcie/studnia,,brak,80000
Œwiebodzice,œwidnicki,dolnoœl¹skie,50.8575,16.3213,1132,,,,,,,,66788
Szczyrk,bielski,œl¹skie,49.715131,19.021719,3760,,inny,asfaltowa,brak,,,,940000
Jerzykowo,poznañski,wielkopolskie,52.47727,17.185,1135,,,utwardzana,brak,,,,159000
Radomice,kielecki,œwiêtokrzyskie,50.7335,20.6739,3209,,,utwardzana,brak,,,,140000
Radomice,kielecki,œwiêtokrzyskie,50.7335,20.6739,3208,,,utwardzana,brak,,,,140000
Goœciejewko,obornicki,wielkopolskie,52.8087201,16.8985437,3900,,,,brak,,,,48750
RogoŸno,obornicki,wielkopolskie,52.7391651,17.0033661,790,,,asfaltowa,brak,,,,51350
Zbietka,w¹growiecki,wielkopolskie,52.7545,17.2783,852,,,asfaltowa,,,,,35700
Smo³dziñski Las,s³upski,pomorskie,54.690578,17.248873,3698,,,,,,,,295840
Poznañ,wielkopolskie,,52.404581,16.948905,1200,,,asfaltowa,,,,,589000
Nowa Wieœ Goszczañska,oleœnicki,dolnoœl¹skie,51.419737,17.451233,3000,,,asfaltowa,brak,,,,105000
Podkowa Leœna,grodziski,mazowieckie,52.118075,20.729874,2590,,,utwardzana,,,,,1450000
Boleñ,krakowski,ma³opolskie,50.130606,19.984923,2700,miejska,,,,,,,675000
Nadarzyn,pruszkowski,mazowieckie,52.093404,20.807995,1446,,,,,,,,320000
Marysin,piaseczyñski,mazowieckie,52.066698,20.874557,1500,,,utwardzana,brak,,,,420000
Sierzchów,piaseczyñski,mazowieckie,51.982431,21.11786,10000,,,utwardzana,siatka,,,,1790000
Bieszkowice,wejherowski,pomorskie,54.5201498382597,18.2917947027757,754,,,utwardzana,brak,,,,125000
Micha³owice,krakowski,ma³opolskie,50.165362,19.980525,950,brak,,,brak,,,,229000
Sitnik,bialski,lubelskie,52.071341,23.020001,2000,,,asfaltowa,brak,,,,150000
Miastko,bytowski,pomorskie,54.003,16.980096,3258,,,asfaltowa,brak,,,,136836
Warszawa,Mokotów,mazowieckie,52.20055556,21.02444444,867,,,asfaltowa,siatka,,,,4500000
Wo³omin,wo³omiñski,mazowieckie,52.345472,21.23894,796,,,,,,,,368200
Chojnów,piaseczyñski,mazowieckie,52.018819,21.082126,48000,,,asfaltowa,siatka,,,,7680000
Po³chowo,kamieñski,zachodniopomorskie,53.937389,14.729001,34223,,,,brak,,,,1026690
Warszawa,W³ochy,mazowieckie,,,400,,,asfaltowa,,,,,680000
Brzozówka,krakowski,ma³opolskie,50.172436,19.890876,2010,miejska,,,brak,,,,400000
Che³m,lubelskie,,51.1509036174313,23.4331378300783,1000,,,utwardzana,brak,,,,250000
Warszawa,Siekierki,mazowieckie,52.20972222,21.07722222,1589,,,asfaltowa,brak,,,,3000000
Tomaszowice,krakowski,ma³opolskie,50.133884,19.84426,924,miejska,,,brak,,,,205000
Radom,Potkanów,mazowieckie,51.35583333,21.10027778,941,,,utwardzana,brak,,,,89000
Radom,Godów,mazowieckie,51.37305556,21.14888889,1964,,,utwardzana,siatka,,,,360000
Lublin,lubelskie,,51.246181,22.561284,1600,,,asfaltowa,brak,,,,235000
Elizówka,lubelski,lubelskie,51.297138,22.576946,2674,,,asfaltowa,brak,,,,258000
Radom,Malczew,mazowieckie,51.36166667,21.16416667,1010,,,asfaltowa,brak,,,,123220
Komorów,pruszkowski,mazowieckie,52.146252,20.816503,1500,,,asfaltowa,siatka,,,,975000
Radom,D³ugojów,mazowieckie,51.37944444,21.18361111,3500,,,utwardzana,brak,,,,350000
Katowice,Ochojec,œl¹skie,50.21138889,18.99277778,2554,miejska,,,betonowe,,,,1250000
Stawiguda,olsztyñski,warmiñsko-mazurskie,53.659096,20.400284,5248,,,,brak,,,,280000
Zalesie,grodziski,mazowieckie,52.044388,20.681635,1275,brak,,,brak,,,,132000
Stare Budy,grodziski,mazowieckie,52.064092,20.511617,1100,,,,brak,,,brak,82500
Skierniewice,³ódzkie,,51.959494,20.143277,1187,,,,,,,,94960
Podkowa Leœna,grodziski,mazowieckie,52.118075,20.729874,1368,miejska,,,,,,,995000
Krze Du¿e,¿yrardowski,mazowieckie,52.003324,20.592878,2169,,,,brak,,,,162675
S³abomierz,¿yrardowski,mazowieckie,52.004254,20.504588,1570,brak,,,brak,,,,172700
Owczarnia,pruszkowski,mazowieckie,,,2610,brak,,,,,,,520000
P³ochocin,warszawski zachodni,mazowieckie,52.2077,20.71064,1500,miejska,,,brak,,,,260000
Tobo³owo,augustowski,podlaskie,53.968603,23.149168,1000,,,,,,,,72000
Markowszczyzna,bia³ostocki,podlaskie,53.048624,23.027703,825,,,utwardzana,brak,,,,127875
Kraków,Krowodrza,ma³opolskie,50.0725,19.91861111,950,miejska,,asfaltowa,siatka,,,,970000
£azy,piaseczyñski,mazowieckie,52.08446,20.87075,2347,,,utwardzana,siatka,,,,440000
Brzozówka,tarnowski,ma³opolskie,50.060508,21.018773,1025,,,,,,,,89900
Kuriany,bia³ostocki,podlaskie,53.086474,23.25772,1950,,,utwardzana,brak,,,,185250
Kuriany,bia³ostocki,podlaskie,53.086474,23.25772,1550,,,utwardzana,brak,,,,147250
Reptowo,stargardzki,zachodniopomorskie,53.365268,14.871451,1237,,,asfaltowa,,,,,152000
Czersk,piaseczyñski,mazowieckie,51.9592,21.2313,2200,szambo,,asfaltowa,,w³asne ujêcie/studnia,,,187000
Stare Czaple,kartuski,pomorskie,54.24818,18.03224,1045,,,utwardzana,brak,,,,89000
Poznañ,Podolany,wielkopolskie,52.45519798,16.89282013,1018,miejska,,,,,,,559900
K¹ty Wroc³awskie,wroc³awski,dolnoœl¹skie,51.030756,16.76905,4429,,prostok¹t,utwardzana,,,,,544767
Pêkowice,krakowski,ma³opolskie,50.125101,19.903407,1049,miejska,,,brak,,,,315000
Nowa Karczma,koœcierski,pomorskie,54.133113,18.203673,47200,,,,brak,,,,472000
Zalesie Górne,piaseczyñski,mazowieckie,52.027217,21.037051,1662,,,,,,,,600000
Szemud,wejherowski,pomorskie,54.4851656305739,18.208404334067,1921,,,utwardzana,brak,,,,170000
Podkowa Leœna,grodziski,mazowieckie,52.118075,20.729874,1682,,,utwardzana,,,,,700000
Jasionka,zgierski,³ódzkie,51.949006,19.393571,5116,,,asfaltowa,brak,,,,409280
Smardzowice,krakowski,ma³opolskie,50.19102,19.865345,1880,miejska,,,brak,,,,150000
Wyglêdy,warszawski zachodni,mazowieckie,52.258432,20.70509,1200,,,,,,,,285000
Dziekanów Leœny,warszawski zachodni,mazowieckie,52.350294,20.857325,3160,,,asfaltowa,,,,,1200800
Lublin,Zemborzyce,lubelskie,51.1988213808894,22.5158584323378,1420,,,,siatka,,,,295000
Warszawa,Bia³o³êka,mazowieckie,,,3000,,,utwardzana,brak,,,,2200000
Kiczki Pierwsze,miñski,mazowieckie,52.07814,21.717814,900,,,utwardzana,brak,,,,45000
Nowa Wieœ,pruszkowski,mazowieckie,52.14007,20.796422,817,,,asfaltowa,brak,,,,650000
Rogów Sobócki,wroc³awski,dolnoœl¹skie,50.926756,16.758527,968,szambo,,asfaltowa,brak,,,,85184
Salinko,wejherowski,pomorskie,54.691717,17.930138,1638,,,utwardzana,,,,,92000
Wolica,pruszkowski,mazowieckie,52.118704,20.869605,1100,,,,brak,,,,231000
Wolica,pruszkowski,mazowieckie,52.118704,20.869605,1100,,,,brak,,,,231000
Ka³owice,trzebnicki,dolnoœl¹skie,51.335568,17.145384,1011,brak,,,brak,,,brak,44900
Karniowice,krakowski,ma³opolskie,50.150001,19.780147,1450,,,,brak,,,,330000
Bibice,krakowski,ma³opolskie,50.126048,19.955884,1000,miejska,,,,,,,330000
Zbychowo,wejherowski,pomorskie,54.5486737451716,18.3130388967001,1121,,,utwardzana,brak,,,,114000
Marki,wo³omiñski,mazowieckie,52.321295,21.10589,1460,,,utwardzana,,,,,369000
Warszawa,Rembertów,mazowieckie,52.26194444,21.16222222,738,,,,,,,,664200
Gdañsk,Orunia,pomorskie,54.3034633177403,18.6356969613592,1334,,,utwardzana,,,,,373000
Brzezie,krakowski,ma³opolskie,50.125505,19.824713,942,miejska,,,brak,,,,288000
Warszawa,W³ochy,mazowieckie,52.20611111,20.91277778,1200,,,asfaltowa,siatka,,,,1200000
Po³chowo,kamieñski,zachodniopomorskie,53.937389,14.729001,34223,,,,brak,,,,1026690
Marki,wo³omiñski,mazowieckie,52.321295,21.10589,1000,,,asfaltowa,,,,,499000
Chojnów,piaseczyñski,mazowieckie,52.018819,21.082126,48000,,,asfaltowa,siatka,,,,7680000
Piastów,pruszkowski,mazowieckie,52.18333,20.85,750,,,asfaltowa,,,,,649000
Che³m,lubelskie,,51.1269100007624,23.5149315983637,900,,,utwardzana,brak,,,,89000
Reda,wejherowski,pomorskie,54.6067552583473,18.374021648919,1182,,,utwardzana,brak,,,,249000
Warszawa,Bia³o³êka,mazowieckie,,,21004,,,,,,,,7351400
Warszawa,W³ochy,mazowieckie,,,690,,,asfaltowa,siatka,,,,980000
D¹browa Chotomowska,legionowski,mazowieckie,52.422691,20.88126,1500,,,utwardzana,,,,,319000
Józefin,miñski,mazowieckie,,,900,,,,,,,,300000
¯ywiec,¿ywiecki,œl¹skie,49.688295,19.203815,1604,miejska,,,brak,,,,125000
Bia³e B³oto,oleœnicki,dolnoœl¹skie,51.331099,17.355962,3260,,,asfaltowa,brak,,,,163000
Zielonki,krakowski,ma³opolskie,50.124158,19.922056,742,,,,,,,,210000
Janinów,grodziski,mazowieckie,52.06841,20.615114,9400,,,utwardzana,,,,,1128000
Szczêsne,grodziski,mazowieckie,52.082999,20.65161,1810,,,utwardzana,brak,,,,325800
Tupad³y,pucki,pomorskie,54.82372222,18.31271667,906,,,asfaltowa,inne,,,,269000
Warszawa,Ursus,mazowieckie,52.19388889,20.88611111,455,,,asfaltowa,,,,,509000
Falenty Nowe,pruszkowski,mazowieckie,52.136902,20.925818,2000,,,utwardzana,brak,,,,590000
Skrzyd³owo,koœcierski,pomorskie,54.127134,18.266178,3900,,,,,,,,77000
Warszawa,Ursus,mazowieckie,52.19388889,20.88611111,1688,,,asfaltowa,siatka,,,,1250000
Mosty,pucki,pomorskie,54.612206044936,18.492687044856,22500,,,utwardzana,brak,,,,450000
Radomierzyce,wroc³awski,dolnoœl¹skie,51.04414,17.057321,1000,,,,brak,,,,430000
¯uromino,kartuski,pomorskie,54.232428,17.957721,1005,,,,brak,,,,69900
Wierzchowie,krakowski,ma³opolskie,50.169015,19.807428,1200,,,,brak,,,,168000
Tychy,Glinka,œl¹skie,,,700,,,,brak,,,,259000
Warszawa,W³ochy,mazowieckie,,,400,,,asfaltowa,,,,,680000
Brzozówka,krakowski,ma³opolskie,50.172436,19.890876,2010,miejska,,,brak,,,,400000
Che³m,lubelskie,,51.1509036174313,23.4331378300783,1000,,,utwardzana,brak,,,,250000
Warszawa,Siekierki,mazowieckie,52.20972222,21.07722222,1589,,,asfaltowa,brak,,,,3000000
Tomaszowice,krakowski,ma³opolskie,50.133884,19.84426,924,miejska,,,brak,,,,205000
Tomaszowice,krakowski,ma³opolskie,50.133884,19.84426,912,miejska,,,brak,,,,201000
Tomaszowice,krakowski,ma³opolskie,50.133884,19.84426,928,miejska,,,brak,,,,205000
Barnowo,bytowski,pomorskie,54.240059,17.244987,709,,,,,,,,25000
Krosnowo,bytowski,pomorskie,54.238895,17.360395,3200,,,,brak,,,,112000
Otwock,otwocki,mazowieckie,52.110344,21.266142,1552,,,asfaltowa,,,,,413000
Ska³a,krakowski,ma³opolskie,50.230048,19.854813,857,,,,brak,,,,150000
Konstancin-Jeziorna,piaseczyñski,mazowieckie,,,2555,,,asfaltowa,siatka,,,,980000
Ró¿yny,gdañski,pomorskie,54.1930855266206,18.6644005255181,1060,,,asfaltowa,brak,,,,130000
Karwieñskie B³oto Pierwsze,pucki,pomorskie,54.808324,18.189127,1716,,,,,,,,255000
Konstancin-Jeziorna,piaseczyñski,mazowieckie,,,2009,,,asfaltowa,siatka,,,,1050000
Konstancin-Jeziorna,piaseczyñski,mazowieckie,,,6899,,,asfaltowa,siatka,,,,3500000
Wojcieszyce,jeleniogórski,dolnoœl¹skie,50.882407,15.639996,1500,,,,brak,,,,70000
Bytów,bytowski,pomorskie,54.167939278095,17.5050830237445,1897,,,,brak,,,,200000
Buszkowy,gdañski,pomorskie,54.2327866943162,18.4473490503096,7003,,,asfaltowa,siatka,,,,420000
G³êbocko,poznañski,wielkopolskie,52.58739,17.070417,1475,szambo,,,,,,brak,175000
Swadzim,poznañski,wielkopolskie,52.440506,16.748026,1060,,,,,,,,222600
Poznañ,wielkopolskie,,52.404581,16.948905,533,,,,,,,,350000
Czerwonak,poznañski,wielkopolskie,52.466801,16.989273,3270,miejska,,,,,,,555000
Sieros³aw,poznañski,wielkopolskie,52.402769,16.679525,807,miejska,,,,,,,160000
Warszawa,Bia³o³êka,mazowieckie,52.35285656886,21.0548065770084,1700,szambo,,,,,,,617000
Wielka Wieœ,poznañski,wielkopolskie,52.365454,16.506509,800,miejska,,,brak,,,,80000
Poznañ,Podolany,wielkopolskie,52.45666667,16.88888889,653,miejska,,,,,,,300000
Wronczyn,poznañski,wielkopolskie,52.506476,17.215665,1203,miejska,,,,,,,144360
Kicin,poznañski,wielkopolskie,52.470694,17.02807,2220,brak,,,brak,,,brak,477300
Ziel¹tkowo,poznañski,wielkopolskie,52.560272,16.812347,1187,,,,brak,,,,192000
Siekierki Wielkie,poznañski,wielkopolskie,52.380697,17.163482,1268,brak,,,brak,,,,185000
Poznañ,Zieliniec,wielkopolskie,52.41416667,17.04555556,1120,miejska,,,,,,,240000
Zapust,szamotulski,wielkopolskie,52.610565,16.446442,1420,,,,brak,,,,95000
Pruszków,pruszkowski,mazowieckie,52.159092,20.817155,10500,,,asfaltowa,,,,,5200000
¯urawica,przemyski,podkarpackie,49.824142,22.791592,1800,,,utwardzana,siatka,,,,130000
Kórnik,poznañski,wielkopolskie,52.245791,17.091847,829,miejska,,,brak,,,,155000
Grzebienisko,szamotulski,wielkopolskie,52.431876,16.531184,1179,brak,,,brak,,,brak,94900
Kórnik,poznañski,wielkopolskie,52.245791,17.091847,1079,,,,brak,,,,189000
Piaseczno,piaseczyñski,mazowieckie,52.066493,21.018737,1630,miejska,,,,,,,320000
Stara Wieœ,pruszkowski,mazowieckie,52.081781,20.770755,1080,,,asfaltowa,,,,,230000
Zalesie Górne,piaseczyñski,mazowieckie,52.027217,21.037051,2019,miejska,,asfaltowa,siatka,,,,445000
Sobików,piaseczyñski,mazowieckie,51.961079,21.13711,1400,szambo,,asfaltowa,,,,,210000
Warszawa,Bia³o³êka,mazowieckie,52.3356042654417,21.077532197779,2240,szambo,,asfaltowa,,,,,1120000
£awki,piaseczyñski,mazowieckie,51.946992,21.076232,1342,szambo,,asfaltowa,,w³asne ujêcie/studnia,,,180000
Warszawa,Praga-Po³udnie,mazowieckie,52.24527778,21.08444444,638,miejska,,asfaltowa,,,,,2000000
Edwardów,grójecki,mazowieckie,51.885833,21.072251,1219,szambo,,asfaltowa,,,,,85000
Widok,grójecki,mazowieckie,51.896493,21.105686,49600,szambo,,asfaltowa,,,,,980000
Nowy S¹cz,ma³opolskie,,49.629402,20.690751,2450,,,utwardzana,brak,,,,315000
Olsztyn,Redykajny,warmiñsko-mazurskie,53.80482894,20.42756536,15726,,,,,,,,1250000
Wyglêdy,warszawski zachodni,mazowieckie,52.258432,20.70509,1010,,,utwardzana,siatka,,,,299000
Radzymin,wo³omiñski,mazowieckie,52.41666,21.18333,12300,,,,,,,,1230000
Brwinów,pruszkowski,mazowieckie,52.140582,20.71904,1930,,,asfaltowa,,,,,736000
Sz¹bruk,olsztyñski,warmiñsko-mazurskie,53.723564,20.33698,1007,,,,,,,,150000
Siedlce,mazowieckie,,52.167718,22.283249,1103,miejska,,,,,,,138000
Gliwice,Ostropa,œl¹skie,50.2798995335249,18.5904559035258,605,,,asfaltowa,siatka,,,,117975
Ostrów,przemyski,podkarpackie,49.781019,22.716288,3800,,,asfaltowa,brak,,,,137300
Strzeniówka,pruszkowski,mazowieckie,52.118652,20.7972,2000,,,asfaltowa,,,,,480000
Lubaczów,lubaczowski,podkarpackie,50.1456926390427,23.1232065031921,700,,,,brak,,,,38500
Gowarzewo,poznañski,wielkopolskie,52.3576626020925,17.1311013416113,1191,,,utwardzana,,,,,238000
Tomaszów Lubelski,tomaszowski,lubelskie,50.445683,23.418463,1058,brak,,asfaltowa,brak,,,,89000
Dêbica,dêbicki,podkarpackie,50.050000000000004,21.41667,1247,,,utwardzana,brak,,,,88000
Józefów,otwocki,mazowieckie,52.1368197,21.2354266,1430,,,utwardzana,brak,,,,499000
Katowice,Podlesie,œl¹skie,,,1192,,,,brak,,,,226480
Czachówek,piaseczyñski,mazowieckie,51.95967,21.091106,900,,prostok¹t,utwardzana,brak,,,,249000
Bojano,wejherowski,pomorskie,54.4703,18.3862,1374,,prostok¹t,,,,,,195000
Konary,krakowski,ma³opolskie,49.9354,19.9283,1150,,prostok¹t,polna,,,,,225000
Karolinów,³ódzkie,,51.244,19.7759,3000,,,polna,brak,,,,75000
¯ó³win,pruszkowski,mazowieckie,52.096664706175694,20.741109188213912,1000,,prostok¹t,polna,,,,,279000
Wiewiórczyn,³aski,³ódzkie,51.6049567738139,19.1339246031619,1267,,prostok¹t,polna,brak,,,,81020
Czarków,pszczyñski,œl¹skie,50.016309,18.909698,1375,,prostok¹t,,brak,,,,114125
D¹brówka Nowa,bydgoski,kujawsko-pomorskie,53.184223,17.831549,3000,,prostok¹t,utwardzana,brak,,,,195000
Krzeszowice,krakowski,ma³opolskie,50.13497,19.631305,1022,,prostok¹t,asfaltowa,brak,,,,140000
Boles³awek,grodziski,mazowieckie,52.0015,20.6412,1633,,prostok¹t,,,,,,106000
Budy-Grzybek,grodziski,mazowieckie,52.0786,20.5215,1140,,prostok¹t,,,,,,159000
Warszawa,Ursynów,mazowieckie,52.14916667,21.04416667,16700,,prostok¹t,asfaltowa,,,,,8350000
Osielsko,bydgoski,kujawsko-pomorskie,53.188129,18.07336,874,,prostok¹t,utwardzana,,,,,198500
Piaseczno,piaseczyñski,mazowieckie,52.066493,21.018737,918,,,utwardzana,mieszane,,,,350000
T³ustorêby,opolski,opolskie,50.65625,17.49261,1600,,,asfaltowa,brak,,,,45000
Napachanie,poznañski,wielkopolskie,52.499,16.729,1360,,,asfaltowa,brak,,,,121040
Pobiedziska,poznañski,wielkopolskie,52.4951,17.2858,1025,,inny,utwardzana,brak,,,,133250
Golczewo,kamieñski,zachodniopomorskie,53.824988,14.979225,1783,,,,brak,,,,223000
Lubawka,kamiennogórski,dolnoœl¹skie,50.709147,16.000367,380,przydomowa oczyszczalnia œcieków,,utwardzana,,,,,49900
Bia³ystok,Zagórki,podlaskie,53.10222222,23.22416667,1019,brak,,,,,,brak,209000
Pruszków,pruszkowski,mazowieckie,52.159092,20.817155,1170,,,asfaltowa,,,,,490000
D¹browa Górnicza,œl¹skie,,50.350156,19.295955,1000,,,,brak,,,,220000
Marki,wo³omiñski,mazowieckie,52.321295,21.10589,604,,,,,,,,310000
T³ustorêby,opolski,opolskie,50.65625,17.49261,1600,,,asfaltowa,brak,,,,45000
Stara Wieœ,pruszkowski,mazowieckie,52.081781,20.770755,950,,,utwardzana,brak,,,,190000
Dawidy Bankowe,pruszkowski,mazowieckie,52.1266,20.9796,1000,,prostok¹t,utwardzana,brak,,,,499000
Krzeszowice,krakowski,ma³opolskie,50.13497,19.631305,1022,,prostok¹t,asfaltowa,brak,,,,140000
Secemin,w³oszczowski,œwiêtokrzyskie,50.7686,19.8375,1001,,prostok¹t,,,,,,40000
Niepo³omice,wielicki,ma³opolskie,50.0406662,20.2225326,3900,miejska,,asfaltowa,,,,,355000
Kraków,Kurdwanów,ma³opolskie,50.0048,19.9635,9700,,prostok¹t,asfaltowa,brak,,,,3400000
Kochanów,krakowski,ma³opolskie,50.114289,19.750579,3600,,prostok¹t,asfaltowa,brak,,,,399000
£omianki,mazowieckie,,52.332787,20.902069,2300,,,utwardzana,brak,,,,1265000
Piaseczno,piaseczyñski,mazowieckie,52.066493,21.018737,918,,,utwardzana,mieszane,,,,350000
£ysobyki,wo³omiñski,mazowieckie,52.407655,21.467136,11000,,prostok¹t,,brak,,,,760000
£ysobyki,wo³omiñski,mazowieckie,52.407655,21.467136,3100,,prostok¹t,,brak,,,,230000
Warzno,wejherowski,pomorskie,54.438799,18.346821,1005,,,,brak,,,,150000
Tychy,Czu³ów,œl¹skie,50.127073,18.982398,2103,,prostok¹t,utwardzana,brak,,,,340000
Boles³awek,grodziski,mazowieckie,51.9994,20.6424,3266,,prostok¹t,,,,,,212000
Ostrowite,s³upecki,wielkopolskie,52.381626,18.045657,1860,,inny,polna,brak,,,,120000
S³upsk,pomorskie,,54.4659,17.0307,800,,prostok¹t,asfaltowa,brak,,,,63920
Jakubowice Koniñskie,lubelski,lubelskie,51.312813,22.534384,1001,,kwadrat,utwardzana,brak,,,,185000
