city,district,voivodeship,localization_y,localization_x,area,sewers,shape,road,fence,water,electricity,gas,price
Bieszkowice,wejherowski,pomorskie,54.513383,18.29568,2750,NaN,NaN,utwardzana,NaN,NaN,NaN,NaN,499000
Tuchom,kartuski,pomorskie,54.430404,18.393555,25000,NaN,NaN,utwardzana,NaN,NaN,NaN,NaN,1500000
Przypki,piaseczyñski,mazowieckie,52.007244,20.813905,1409,NaN,NaN,utwardzana,NaN,NaN,NaN,NaN,131810
Myszków,Gruchla,œl¹skie,50.5476535272534,19.3709891822834,1338,NaN,NaN,asfaltowa,NaN,NaN,NaN,NaN,133000
Golce,k³obucki,œl¹skie,50.8633,18.8622,1219,NaN,prostok¹t,polna,NaN,NaN,NaN,NaN,40000
Stara £om¿a przy Szosie,³om¿yñski,podlaskie,53.14882882,22.12363599,3177,brak,NaN,utwardzana,brak,NaN,NaN,brak,485000
Cekcyn,tucholski,kujawsko-pomorskie,53.5744,18.0158,1132,NaN,NaN,utwardzana,NaN,NaN,NaN,NaN,68000
Krojanty,chojnicki,pomorskie,53.7274,17.6292,2280,NaN,prostok¹t,asfaltowa,brak,NaN,NaN,NaN,179000
Kolbudy,gdañski,pomorskie,54.27745,18.47752,2177,NaN,NaN,NaN,NaN,NaN,NaN,NaN,240000
Rusek Wielki,szczycieñski,warmiñsko-mazurskie,53.7081,20.8372,1000,NaN,kwadrat,polna,brak,NaN,NaN,NaN,89000
Konstancin-Jeziorna,piaseczyñski,mazowieckie,52.0933,21.0815,1433,NaN,kwadrat,utwardzana,siatka,NaN,NaN,NaN,748800
Gdañsk,pomorskie,NaN,54.349365,18.656324,2344,NaN,prostok¹t,NaN,NaN,NaN,NaN,NaN,176448
Pêpowo,kartuski,pomorskie,54.3740924636918,18.3770233852104,671,NaN,trójk¹t,NaN,NaN,NaN,NaN,NaN,109900
Soczewka,p³ocki,mazowieckie,52.5451,19.5782,435,NaN,prostok¹t,utwardzana,brak,NaN,NaN,NaN,38000
Ninikowo,gryficki,zachodniopomorskie,54.057322336784,15.026807785034,53500,NaN,inny,polna,NaN,NaN,NaN,NaN,680000
Rzeszów,S³ocina,podkarpackie,50.0335,21.9989,1060,NaN,prostok¹t,utwardzana,brak,NaN,NaN,NaN,230000
Chorwacja,zagranica,NaN,NaN,NaN,500,NaN,NaN,NaN,brak,NaN,NaN,NaN,447420
Bystrzyca Nowa,lubelski,lubelskie,51.0599,22.4544,1320,NaN,NaN,NaN,brak,NaN,NaN,NaN,85800
Gdynia,Wiczlino,pomorskie,NaN,NaN,2648,miejska,inny,utwardzana,brak,wodoci¹g w drodze,w drodze,w drodze,982000
Leszno,warszawski zachodni,mazowieckie,52.265339,20.60887,5226,NaN,inny,utwardzana,brak,NaN,NaN,NaN,783900
Krasne,rzeszowski,podkarpackie,50.0479,22.0906,2300,NaN,prostok¹t,asfaltowa,brak,NaN,NaN,NaN,450000
Borucin,kamieñski,zachodniopomorskie,53.9635,14.8294,3005,NaN,NaN,polna,brak,NaN,NaN,NaN,59000
Milanówek,grodziski,mazowieckie,52.1105,20.693,5160,NaN,prostok¹t,asfaltowa,brak,NaN,NaN,NaN,850000
Sosnowice,ma³opolskie,NaN,49.939493,19.71688,4900,NaN,prostok¹t,NaN,brak,NaN,NaN,NaN,270000
Lipnik,zachodniopomorskie,NaN,53.342735,14.9717,1000,NaN,prostok¹t,utwardzana,NaN,NaN,NaN,NaN,149000
Kraków,Bie¿anów-Prokocim,ma³opolskie,50.049688,19.955625,589,NaN,prostok¹t,NaN,siatka,NaN,NaN,NaN,379000
Mogielnica,rzeszowski,podkarpackie,49.979,21.8952,1177,NaN,NaN,asfaltowa,brak,NaN,NaN,NaN,123000
Dygowo,ko³obrzeski,zachodniopomorskie,54.1311324703588,15.7181336969522,1631,miejska,NaN,asfaltowa,brak,NaN,NaN,NaN,139500
Sêkocin Nowy,pruszkowski,mazowieckie,NaN,NaN,1075,NaN,NaN,NaN,brak,NaN,NaN,NaN,240000
Niedrzwica Du¿a,lubelski,lubelskie,51.114529,22.390142,850,brak,NaN,NaN,brak,NaN,NaN,NaN,85000
Miko³ów,miko³owski,œl¹skie,50.2108249293158,18.8170609705172,2268,NaN,NaN,asfaltowa,brak,NaN,NaN,NaN,226800
Opypy,grodziski,mazowieckie,NaN,NaN,17100,NaN,NaN,NaN,brak,NaN,NaN,NaN,1026000
Kajetany,pruszkowski,mazowieckie,NaN,NaN,38668,NaN,NaN,NaN,brak,NaN,NaN,NaN,4640000
Mys³owice,œl¹skie,NaN,50.2443816732382,19.1389703268622,578,NaN,NaN,asfaltowa,brak,NaN,NaN,NaN,330000
Grzybowo,ko³obrzeski,zachodniopomorskie,54.158397,15.485712,1169,NaN,NaN,utwardzana,NaN,NaN,NaN,NaN,249000
Pruszków,pruszkowski,mazowieckie,52.159092,20.817155,12250,NaN,NaN,utwardzana,brak,NaN,NaN,NaN,5145000
Bieganów,grodziski,mazowieckie,52.044742,20.494189,1700,NaN,NaN,NaN,NaN,NaN,NaN,NaN,79000
Chwaszczyno,kartuski,pomorskie,54.4217156489162,18.4431654526301,700,NaN,NaN,utwardzana,brak,NaN,NaN,NaN,399000
Sierakowice,kartuski,pomorskie,54.349966100281,17.8878380625615,2378,NaN,NaN,asfaltowa,siatka,NaN,NaN,NaN,1350000
Sopot,pomorskie,NaN,54.459984181991,18.550116691936,2391,NaN,NaN,utwardzana,NaN,NaN,NaN,NaN,3093000
Gdañsk,Orunia,pomorskie,54.3232336673371,18.6362400000214,39366,NaN,NaN,asfaltowa,brak,NaN,NaN,NaN,2755000
Miasteczko Œl¹skie,tarnogórski,œl¹skie,50.504131,18.928514,9148,miejska,NaN,NaN,brak,NaN,NaN,brak,390000
Dorotowo,olsztyñski,warmiñsko-mazurskie,53.69593,20.41285,3140,NaN,NaN,utwardzana,brak,NaN,NaN,NaN,266900
Œwierklaniec,tarnogórski,œl¹skie,50.4399182461426,18.9364895043946,577,NaN,kwadrat,utwardzana,NaN,NaN,NaN,NaN,94000
Cynków,myszkowski,œl¹skie,50.5461,19.1092,1003,NaN,prostok¹t,utwardzana,NaN,NaN,NaN,NaN,50000
Gdañsk,pomorskie,NaN,54.349365,18.656324,1671,NaN,prostok¹t,NaN,NaN,NaN,NaN,NaN,120312
Kaczki,gdañski,pomorskie,54.1770441675492,18.555384133688,1242,NaN,inny,NaN,NaN,NaN,NaN,NaN,86940
Poznañ,Sp³awie,wielkopolskie,52.3542,17.0131,944,NaN,NaN,utwardzana,NaN,NaN,NaN,NaN,350000
Golce,k³obucki,œl¹skie,50.864142,18.866267,1195,NaN,prostok¹t,asfaltowa,NaN,NaN,NaN,NaN,50000
Kamiñsko,poznañski,wielkopolskie,52.5322,17.0638,2139,NaN,NaN,NaN,brak,NaN,NaN,NaN,295000
Swornegacie,chojnicki,pomorskie,53.859222,17.49873,1623,NaN,NaN,asfaltowa,NaN,NaN,NaN,NaN,289000
Chorwacja,zagranica,NaN,NaN,NaN,500,NaN,NaN,NaN,brak,NaN,NaN,NaN,671130
Wyszków,Rybienko Leœne,mazowieckie,52.582442125084,21.462122080945,1191,miejska,prostok¹t,asfaltowa,brak,wodoci¹g w drodze,w drodze,w drodze,295000
Nowe Kotlice,jêdrzejowski,œwiêtokrzyskie,50.6596,20.4637,1200,NaN,prostok¹t,asfaltowa,siatka,NaN,NaN,NaN,95000
Czerwionka-Leszczyny,rybnicki,œl¹skie,50.150334,18.676913,9818,miejska,prostok¹t,asfaltowa,NaN,wodoci¹g w drodze,w drodze,w drodze,220000
Józefów,otwocki,mazowieckie,52.134,21.2504,1400,NaN,prostok¹t,utwardzana,brak,NaN,NaN,NaN,499000
Micha³owice-Wieœ,pruszkowski,mazowieckie,52.1603,20.8946,1200,NaN,prostok¹t,asfaltowa,brak,NaN,NaN,NaN,516000
Borki Dru¿biñskie,poddêbicki,³ódzkie,51.847428,18.805848,1200,brak,prostok¹t,asfaltowa,siatka,wodoci¹g w drodze,na dzia³ce,brak,60000
D³u¿ek,szczycieñski,warmiñsko-mazurskie,53.534427,20.675513,1638,brak,kwadrat,utwardzana,inne,wodoci¹g w drodze,na dzia³ce,NaN,150
Dywity,olsztyñski,warmiñsko-mazurskie,53.833874,20.47581,5119,NaN,NaN,NaN,NaN,NaN,NaN,NaN,920000
Wólka Kosowska,piaseczyñski,mazowieckie,52.055098,20.83212,5000,NaN,prostok¹t,asfaltowa,brak,NaN,NaN,NaN,950000
Pobiedziska,poznañski,wielkopolskie,52.478292,17.281426,2866,NaN,prostok¹t,NaN,NaN,NaN,NaN,NaN,343920
Warszawa,Radoœæ,mazowieckie,52.24053,21.034167,1403,NaN,NaN,asfaltowa,NaN,NaN,NaN,NaN,1683600
Sieroty,gliwicki,œl¹skie,50.4699,18.6,1000,NaN,prostok¹t,asfaltowa,brak,NaN,NaN,NaN,69000
Pawlikowice,pabianicki,³ódzkie,51.613409,19.341872,1500,NaN,prostok¹t,utwardzana,siatka,NaN,NaN,NaN,225000
Kobylnica,s³upski,pomorskie,NaN,NaN,700,NaN,NaN,NaN,NaN,NaN,NaN,NaN,85000
¯ó³win,pruszkowski,mazowieckie,52.106761,20.725973,1000,NaN,NaN,utwardzana,NaN,NaN,NaN,NaN,190000
Gdañsk,pomorskie,NaN,54.349818513654,18.6271992788548,4479,NaN,NaN,utwardzana,NaN,NaN,NaN,NaN,1890000
Przypki,piaseczyñski,mazowieckie,52.007244,20.813905,1530,NaN,NaN,utwardzana,NaN,NaN,NaN,NaN,173300
Pe³czyce,wroc³awski,dolnoœl¹skie,50.96657261575,16.9541427479203,2600,NaN,NaN,asfaltowa,NaN,NaN,NaN,NaN,546000
Pe³czyce,wroc³awski,dolnoœl¹skie,50.96657261575,16.9541427479203,1300,NaN,NaN,NaN,NaN,NaN,NaN,NaN,273000
Che³mica-Cukrownia,w³oc³awski,kujawsko-pomorskie,52.730038,19.120445,1200,NaN,NaN,NaN,NaN,NaN,NaN,NaN,55000
Jelenia Góra,dolnoœl¹skie,NaN,50.901767,15.733878,546,przydomowa oczyszczalnia œcieków,NaN,utwardzana,NaN,NaN,NaN,NaN,69900
Mierzyn,policki,zachodniopomorskie,53.429123,14.465905,844,NaN,NaN,NaN,brak,NaN,NaN,NaN,225000
Przeczyce,bêdziñski,œl¹skie,50.431089,19.176235,1754,szambo,NaN,asfaltowa,brak,NaN,NaN,NaN,120000
Zarêby,grodziski,mazowieckie,NaN,NaN,22400,NaN,NaN,NaN,brak,NaN,NaN,NaN,873600
Wilga,garwoliñski,mazowieckie,51.851586,21.381065,1586,NaN,NaN,asfaltowa,brak,NaN,NaN,NaN,71370
Wola Go³kowska,piaseczyñski,mazowieckie,52.049555,20.934982,1000,miejska,NaN,NaN,brak,NaN,NaN,NaN,220000
Stare Budy,grodziski,mazowieckie,NaN,NaN,35300,NaN,NaN,NaN,brak,NaN,NaN,NaN,1059000
Budy-Grzybek,grodziski,mazowieckie,NaN,NaN,49000,NaN,NaN,NaN,brak,NaN,NaN,NaN,2646000
Bibice,krakowski,ma³opolskie,50.126048,19.955884,1866,NaN,NaN,NaN,NaN,NaN,NaN,NaN,336000
Puck,pucki,pomorskie,54.718794,18.411758,1000,NaN,NaN,asfaltowa,inne,NaN,NaN,NaN,150000
Józefów-Pociecha,lubelski,lubelskie,51.323288,22.409869,16700,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2505000
W³adys³awowo,pucki,pomorskie,54.793512,18.407283,1000,NaN,NaN,utwardzana,brak,NaN,NaN,NaN,500000
Zab³udów,bia³ostocki,podlaskie,53.013802,23.335433,1992,miejska,NaN,NaN,brak,NaN,NaN,NaN,169000
Malcanów,otwocki,mazowieckie,52.147516,21.375059,1230,brak,NaN,NaN,brak,NaN,NaN,brak,180000
Grzybowo,ko³obrzeski,zachodniopomorskie,54.158397,15.485712,1908,miejska,NaN,NaN,NaN,NaN,NaN,NaN,310000
Grzybowo,ko³obrzeski,zachodniopomorskie,54.158397,15.485712,1688,miejska,NaN,NaN,NaN,NaN,NaN,NaN,278000
Ko³obrzeg,ko³obrzeski,zachodniopomorskie,54.181224,15.558957,1757,miejska,NaN,NaN,NaN,NaN,NaN,NaN,702800
Ko³obrzeg,ko³obrzeski,zachodniopomorskie,54.181224,15.558957,2117,miejska,NaN,NaN,NaN,NaN,NaN,NaN,846800
Ko³obrzeg,ko³obrzeski,zachodniopomorskie,54.181224,15.558957,1759,miejska,NaN,NaN,NaN,NaN,NaN,NaN,703600
Ko³obrzeg,ko³obrzeski,zachodniopomorskie,54.181224,15.558957,1603,miejska,NaN,NaN,NaN,NaN,NaN,NaN,641200
Kraków,Sidzina,ma³opolskie,49.9908339640763,19.8628252112396,3377,NaN,inny,asfaltowa,NaN,NaN,NaN,NaN,1013100
Rzeszów,S³ocina,podkarpackie,50.0335,21.9989,1060,NaN,prostok¹t,utwardzana,brak,NaN,NaN,NaN,220000
Le¿ajsk,le¿ajski,podkarpackie,50.2544,22.4237,8900,NaN,prostok¹t,asfaltowa,brak,NaN,NaN,NaN,699000
Dobrzewino,wejherowski,pomorskie,54.454423,18.390694,1500,NaN,NaN,NaN,NaN,NaN,NaN,NaN,195000
Przypki,piaseczyñski,mazowieckie,NaN,NaN,40000,NaN,NaN,NaN,brak,NaN,NaN,NaN,1400000
Chorwacja,zagranica,NaN,NaN,NaN,1050,NaN,NaN,NaN,brak,NaN,NaN,NaN,1158817,80
Tymianka,zgierski,³ódzkie,51.9198,19.5801,12107,NaN,prostok¹t,NaN,NaN,NaN,NaN,NaN,1150165
Jastrzêbie-Zdrój,œl¹skie,NaN,NaN,NaN,2049,NaN,NaN,NaN,NaN,NaN,NaN,NaN,598000
Nowe Gizewo,szczycieñski,warmiñsko-mazurskie,53.5439,20.9929,1241,NaN,NaN,NaN,NaN,NaN,NaN,NaN,52122
Cieszanów,lubaczowski,podkarpackie,NaN,NaN,1599,NaN,NaN,NaN,NaN,NaN,NaN,NaN,52502
Warta,sieradzki,³ódzkie,51.70702,18.627702,945,NaN,NaN,NaN,NaN,NaN,NaN,NaN,28350
Inwa³d,wadowicki,ma³opolskie,49.8631,19.3921,2602,NaN,prostok¹t,utwardzana,NaN,NaN,NaN,NaN,149000
Toszek,gliwicki,œl¹skie,50.4473153759956,18.5145525802521,15785,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1105000
Mielec,mielecki,podkarpackie,50.2751157153907,21.4869317749266,1003,NaN,kwadrat,polna,brak,NaN,NaN,NaN,270000
Ko³aków,wo³omiñski,mazowieckie,52.4793,21.2249,917,NaN,trapez,asfaltowa,NaN,NaN,NaN,NaN,79000
Gdañsk,Brêtowo,pomorskie,54.3642914741444,18.5531478860149,1026,NaN,NaN,asfaltowa,brak,NaN,NaN,NaN,1128600
Ko³obrzeg,ko³obrzeski,zachodniopomorskie,54.181224,15.558957,2413,miejska,NaN,NaN,NaN,NaN,NaN,NaN,965200
Ko³obrzeg,ko³obrzeski,zachodniopomorskie,54.181224,15.558957,1613,miejska,NaN,NaN,NaN,NaN,NaN,NaN,645200
Ko³obrzeg,ko³obrzeski,zachodniopomorskie,54.181224,15.558957,1400,miejska,NaN,NaN,NaN,NaN,NaN,NaN,560000
Kretowiny,ostródzki,warmiñsko-mazurskie,53.884857,20.024627,1669,miejska,NaN,asfaltowa,brak,NaN,NaN,brak,350000
Glinianka,otwocki,mazowieckie,52.1414108709567,21.4268147324668,1500,NaN,NaN,NaN,NaN,NaN,NaN,NaN,160000
Tomaszów Mazowiecki,tomaszowski,³ódzkie,51.531743,20.010972,4771,miejska,NaN,NaN,betonowe,NaN,NaN,NaN,1908400
Miko³ów,miko³owski,œl¹skie,50.2108249293158,18.8170609705172,800,NaN,NaN,asfaltowa,brak,NaN,NaN,NaN,104000
Reda,wejherowski,pomorskie,54.614265653855,18.3364762618763,2637,NaN,NaN,asfaltowa,brak,NaN,NaN,NaN,950000
B³onie,warszawski zachodni,mazowieckie,NaN,NaN,3207,NaN,NaN,asfaltowa,NaN,NaN,NaN,NaN,1122450
Prace Du¿e,piaseczyñski,mazowieckie,NaN,NaN,36500,NaN,NaN,NaN,brak,NaN,NaN,NaN,621000
Pniewy,grójecki,mazowieckie,NaN,NaN,23600,NaN,NaN,NaN,brak,NaN,NaN,NaN,450000
Kalety,tarnogórski,œl¹skie,50.5486457902476,18.9296209441066,4247,NaN,NaN,NaN,brak,NaN,NaN,NaN,85000
Bibice,krakowski,ma³opolskie,50.126048,19.955884,1005,NaN,NaN,NaN,NaN,NaN,NaN,NaN,181000
Myszków,Gruchla,œl¹skie,50.5476535272534,19.3709891822834,1233,NaN,NaN,asfaltowa,NaN,NaN,NaN,NaN,123000
Golce,k³obucki,œl¹skie,50.864142,18.866267,1116,NaN,prostok¹t,asfaltowa,NaN,NaN,NaN,NaN,50000
Kraków,Opatkowice,ma³opolskie,49.9828481851114,19.8860113412316,1627,NaN,inny,utwardzana,NaN,NaN,NaN,NaN,400000
Kraków,Nowa Huta,ma³opolskie,50.1067280441956,20.1734993693314,800,NaN,kwadrat,NaN,brak,NaN,NaN,NaN,155000
Luszowice,chrzanowski,ma³opolskie,50.17808,19.4069,1800,NaN,prostok¹t,asfaltowa,brak,NaN,NaN,NaN,140000
Pruszków,pruszkowski,mazowieckie,NaN,NaN,519,NaN,NaN,asfaltowa,NaN,NaN,NaN,NaN,999000
Lewniowa,brzeski,ma³opolskie,49.8806,20.6431,3471,NaN,NaN,asfaltowa,brak,NaN,NaN,NaN,105000
Stara Wieœ,pruszkowski,mazowieckie,52.078589635451,20.760180102031,2200,NaN,prostok¹t,NaN,brak,NaN,NaN,NaN,660000
£¹kie,lipnowski,kujawsko-pomorskie,52.8908,19.3487,3163,NaN,prostok¹t,utwardzana,NaN,NaN,NaN,NaN,186000
Koszwa³y,gdañski,pomorskie,54.2936,18.8082,2344,NaN,prostok¹t,NaN,NaN,NaN,NaN,NaN,176448
Rzeszów,Mi³ocin,podkarpackie,50.0687,21.9774,10497,NaN,prostok¹t,utwardzana,brak,NaN,NaN,NaN,4000000
Przemyœl,podkarpackie,NaN,49.7858,22.8415,3831,NaN,prostok¹t,utwardzana,brak,NaN,NaN,NaN,95000
Klawkowo,chojnicki,pomorskie,53.7113,17.6047,1363,NaN,NaN,kostka brukowa,NaN,NaN,NaN,NaN,165000
Snopków,lubelski,lubelskie,51.312956,22.488536,1600,NaN,prostok¹t,NaN,NaN,NaN,NaN,NaN,320000
Niwy,bydgoski,kujawsko-pomorskie,53.197236,18.102868,1005,NaN,NaN,NaN,NaN,NaN,NaN,NaN,155000
Nowa Bukówka,grodziski,mazowieckie,52.0238613,20.6511675,1250,NaN,prostok¹t,asfaltowa,siatka,NaN,NaN,NaN,155000
£ukówiec,otwocki,mazowieckie,52.0365,21.2983,1031,NaN,prostok¹t,utwardzana,brak,NaN,NaN,NaN,82500
Musu³y,grodziski,mazowieckie,52.0456,20.6463,1556,NaN,prostok¹t,utwardzana,NaN,NaN,NaN,NaN,198000
Magonie,ostrowiecki,œwiêtokrzyskie,50.9777,21.5104,5700,NaN,prostok¹t,asfaltowa,NaN,NaN,NaN,NaN,149000
Sierczynek,miêdzyrzecki,lubuskie,52.399534,15.786699,1000,NaN,prostok¹t,NaN,NaN,NaN,na dzia³ce,NaN,49000
£ódŸ,³ódzkie,NaN,51.775375,19.456386,1500,NaN,prostok¹t,NaN,brak,NaN,NaN,NaN,150000
Pobiedziska,poznañski,wielkopolskie,52.478292,17.281426,2899,NaN,NaN,NaN,NaN,NaN,NaN,NaN,429052
Markowa,³añcucki,podkarpackie,50.0234,22.3048,1300,NaN,prostok¹t,utwardzana,brak,NaN,NaN,NaN,79900
Je¿ewice,piaseczyñski,mazowieckie,NaN,NaN,17100,NaN,NaN,asfaltowa,NaN,NaN,NaN,NaN,575000
Delowo,kartuski,pomorskie,54.194223,17.934309,24299,NaN,NaN,utwardzana,NaN,NaN,NaN,NaN,1214950
Mszczonów,¿yrardowski,mazowieckie,NaN,NaN,47500,NaN,NaN,NaN,brak,NaN,NaN,NaN,2612000
Budy Micha³owskie,grodziski,mazowieckie,NaN,NaN,171762,NaN,NaN,NaN,brak,NaN,NaN,NaN,10640000
Miko³ów,miko³owski,œl¹skie,50.2108249293158,18.8170609705172,1137,NaN,NaN,asfaltowa,brak,NaN,NaN,NaN,115000
Pogódki,starogardzki,pomorskie,54.024859,18.32525,39179,NaN,NaN,utwardzana,NaN,NaN,NaN,NaN,449000
Gdañsk,Przeróbka,pomorskie,54.35860092283108,18.696603357340756,168,NaN,NaN,asfaltowa,inne,NaN,NaN,NaN,460000
Ch³apowo,pucki,pomorskie,54.8033912171118,18.3773796487426,1200,NaN,NaN,utwardzana,NaN,NaN,NaN,NaN,479000
Przypki,piaseczyñski,mazowieckie,52.007244,20.813905,1410,NaN,NaN,utwardzana,NaN,NaN,NaN,NaN,131900
Przypki,piaseczyñski,mazowieckie,52.007244,20.813905,1401,NaN,NaN,utwardzana,NaN,NaN,NaN,NaN,131090
Mylin,miêdzychodzki,wielkopolskie,52.647937,16.239018,999,NaN,NaN,NaN,brak,NaN,NaN,NaN,45000
Stara Wieœ,pruszkowski,mazowieckie,52.081781,20.770755,1000,NaN,NaN,utwardzana,brak,NaN,NaN,NaN,160000
Poznañ,wielkopolskie,NaN,52.404581,16.948905,526,NaN,NaN,asfaltowa,inne,NaN,NaN,NaN,648000
Konstantynów £ódzki,pabianicki,³ódzkie,51.7562,19.2825,1700,NaN,prostok¹t,NaN,brak,NaN,NaN,NaN,204000
Pasym,szczycieñski,warmiñsko-mazurskie,53.647357,20.792517,74556,miejska,NaN,utwardzana,brak,NaN,NaN,brak,2000000
G³osków,piaseczyñski,mazowieckie,52.025305,20.97093,960,miejska,NaN,utwardzana,NaN,NaN,NaN,NaN,192000
W³adys³awowo,pucki,pomorskie,54.7928589771975,18.3843377465594,5561,NaN,NaN,utwardzana,brak,NaN,NaN,NaN,2780500
Trzek,poznañski,wielkopolskie,52.355892,17.173188,1059,NaN,NaN,NaN,brak,NaN,NaN,NaN,121785
Kady,grodziski,mazowieckie,52.1015615898757,20.6651879574596,1500,NaN,NaN,asfaltowa,brak,NaN,NaN,NaN,315000
Miko³eska,tarnogórski,œl¹skie,50.5387,18.8295,940,NaN,NaN,utwardzana,brak,NaN,NaN,NaN,94000
Rzakta,otwocki,mazowieckie,52.133564,21.458481,2407,brak,NaN,NaN,NaN,NaN,NaN,brak,190000
Opoczno,opoczyñski,³ódzkie,51.377653,20.286716,7043,miejska,NaN,NaN,brak,NaN,NaN,NaN,2605910
Dygowo,ko³obrzeski,zachodniopomorskie,54.1311324703588,15.7181336969522,1028,miejska,NaN,asfaltowa,brak,NaN,NaN,NaN,91500
Ko³obrzeg,ko³obrzeski,zachodniopomorskie,54.181224,15.558957,1600,miejska,NaN,NaN,NaN,NaN,NaN,NaN,640000
Borków,kielecki,œwiêtokrzyskie,50.771865,20.752018,788,miejska,kwadrat,asfaltowa,brak,wodoci¹g w drodze,w drodze,brak,130000
Myszków,Gruchla,œl¹skie,50.5476535272534,19.3709891822834,944,NaN,NaN,asfaltowa,NaN,NaN,NaN,NaN,94000
Jadwisin,legionowski,mazowieckie,52.476449,21.037622,21000,NaN,inny,utwardzana,brak,NaN,NaN,NaN,4200000
G³osków,piaseczyñski,mazowieckie,52.0484439,21.0141208,1551,NaN,NaN,asfaltowa,NaN,NaN,NaN,NaN,390000
Bolechowice,krakowski,ma³opolskie,50.13750475509868,19.79794061543252,3000,NaN,prostok¹t,asfaltowa,brak,NaN,NaN,NaN,280000
Zalasewo,poznañski,wielkopolskie,52.3821259599341,17.0760315121596,9145,NaN,prostok¹t,utwardzana,NaN,NaN,NaN,NaN,2000000
Toszek,gliwicki,œl¹skie,50.4473153759956,18.5145525802521,891,NaN,NaN,NaN,NaN,NaN,NaN,NaN,62500
Krzycko Wielkie,leszczyñski,wielkopolskie,51.9086506,16.4538166,801,NaN,NaN,NaN,brak,NaN,NaN,NaN,50000
Koszwa³y,gdañski,pomorskie,54.2936,18.8082,1671,NaN,prostok¹t,NaN,NaN,NaN,NaN,NaN,120312
Kaczki,gdañski,pomorskie,54.1713,18.565298,1321,NaN,trapez,NaN,NaN,NaN,NaN,NaN,133421
Stara £om¿a przy Szosie,³om¿yñski,podlaskie,53.14885456,22.12366818,1588,50,brak,NaN,utwardzana,brak,NaN,NaN,brak,245000
Goszczyna,o³awski,dolnoœl¹skie,50.8672,17.1929,1250,NaN,NaN,utwardzana,NaN,NaN,NaN,NaN,94900
Wroc³aw,G¹dów Ma³y,dolnoœl¹skie,NaN,NaN,5404,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6396000
Roczyny,wadowicki,ma³opolskie,49.8413326970566,19.3079982065415,3000,szambo,inny,asfaltowa,brak,wodoci¹g na dzia³ce,na dzia³ce,na dzia³ce,180000
Falenty Nowe,pruszkowski,mazowieckie,52.136902,20.925818,1076,NaN,NaN,NaN,NaN,NaN,NaN,NaN,360000
Stara Wieœ,pruszkowski,mazowieckie,52.0929663433836,20.7715260361087,1198,NaN,prostok¹t,asfaltowa,brak,NaN,NaN,NaN,324733,20
Nowy S¹cz,ma³opolskie,NaN,NaN,NaN,1082,NaN,NaN,NaN,NaN,NaN,NaN,NaN,200000
Miêdzyrzecze Górne,bielski,œl¹skie,49.8379,18.9394,3225,NaN,prostok¹t,NaN,NaN,NaN,NaN,NaN,258000
Sulejówek,miñski,mazowieckie,52.248165,21.27694,980,NaN,NaN,utwardzana,brak,NaN,NaN,NaN,320000
Bieniewiec,grodziski,mazowieckie,52.025,20.6273,1363,NaN,prostok¹t,polna,NaN,NaN,NaN,NaN,81780
Stryków,zgierski,³ódzkie,51.8827,19.6876,1800,NaN,prostok¹t,polna,brak,NaN,NaN,NaN,131400
Kobyla Góra,ostrzeszowski,wielkopolskie,51.379201,17.839354,924,NaN,prostok¹t,asfaltowa,brak,NaN,NaN,NaN,95000
Niemcz,bydgoski,kujawsko-pomorskie,53.183684,18.035965,827,NaN,prostok¹t,NaN,NaN,NaN,NaN,NaN,211000
Ostrówek,WO£OMIÑSKI,mazowieckie,52.389736,21.36808,947,NaN,prostok¹t,NaN,NaN,NaN,NaN,NaN,137315
Otwock,otwocki,mazowieckie,52.1296,21.3378,3946,NaN,prostok¹t,utwardzana,brak,NaN,NaN,NaN,450000
Wieniec-Zalesie,w³oc³awski,kujawsko-pomorskie,52.663037,18.941973,1500,NaN,NaN,NaN,NaN,NaN,NaN,NaN,88500
Studzienice,pszczyñski,œl¹skie,50.018514,18.986055,1969,NaN,prostok¹t,asfaltowa,brak,NaN,NaN,NaN,165000
W¹brzeŸno,w¹brzeski,kujawsko-pomorskie,53.2861373601504,18.9429454529814,1091,NaN,NaN,NaN,NaN,NaN,NaN,NaN,103000
Tryszczyn,bydgoski,kujawsko-pomorskie,53.226641,17.91922,900,NaN,NaN,NaN,NaN,NaN,NaN,NaN,90000
Smolec,wroc³awski,dolnoœl¹skie,51.072552,16.884578,1462,NaN,NaN,NaN,NaN,NaN,NaN,NaN,438600
Sochaczew,sochaczewski,mazowieckie,52.228909,20.240621,710,NaN,NaN,NaN,NaN,NaN,NaN,NaN,115000
Owczary,krakowski,ma³opolskie,50.175625000000004,19.911051,919,NaN,NaN,NaN,NaN,NaN,NaN,NaN,160000
Piastów,pruszkowski,mazowieckie,NaN,NaN,900,NaN,NaN,asfaltowa,metalowe,NaN,NaN,NaN,2000000
Tarnów,ma³opolskie,NaN,50.011144,20.991046,2200,NaN,NaN,NaN,NaN,NaN,NaN,NaN,230000
Tarnów,ma³opolskie,NaN,50.011144,20.991046,230,NaN,NaN,NaN,NaN,NaN,NaN,NaN,59000
